Coin,Description,Rank,Price,Price - Currency,Market capitalization,Market capitalization - Currency,Circulating supply,Volume / Market Capitalization,Category
LAT,PlatON,880,0.0033198,USD,21964911.73572717,USD,6616335844.245789,0.1720358147512206,"Distributed computing & Storage, Data management & AI"
MCDULL,McDull,881,0.0000029057,USD,21954177.777773257,USD,7555555555554,0.0009312968121953397,
GTC,Gitcoin,882,0.22391,USD,21581504.38045914,USD,96384727.70514555,0.3011622133244858,"Web3, DAO"
PIKA,Pikaboss,883,5.1333e-8,USD,21595279.77,USD,420690000000000,0.00004253531852530383,Memes
ETHDYDX,dYdX (ethDYDX),884,0.5131,USD,21374334.818833463,USD,41657249.69564113,0.2902612266502135,"Privacy, Decentralized exchange, Derivatives, DeFi, Exchange tokens"
ADS,Alkimi,885,0.091013,USD,21569269.54447434,USD,236991084.18,0.005239384232520338,"Marketing, DePIN, Real-world assets"
DOOD,Doodles,886,0.002721,USD,21223800,USD,7800000000,0.5941841723749433,"NFTs & Collectibles, Social, media & Content"
ZON,Zon Token,887,0.04302,USD,21510000,USD,500000000,0.0012604234619465365,
SANTOS,Santos FC Fan Token,888,1.8345,USD,21181249.43934664,USD,11546061.291549,0.2035773909928436,Fan Tokens
AIDOGE,ArbDoge AI,889,1.2058e-10,USD,21035892.052327167,USD,174455896934211000,0.22763343334270958,Memes
APFC,APF coin,890,0.135234,USD,23660322.642791998,USD,174958388,0.00017763713673787996,
RZR,Rezor,891,0.00021255,USD,21255000,USD,100000000000,0.014501090471486709,
GST,Green Satoshi Token (SOL),892,0.005985,USD,21158559.839918055,USD,3535264801.9913206,0.016885058068575223,"Gaming, Move to earn"
EVER,Everscale,893,0.010636,USD,21118027.754552,USD,1985523482,0.014633572173751783,"Smart contract platforms, Layer 1"
EL,ELYSIA,894,0.0043581,USD,21300471.40102962,USD,4887559120.036167,0.03476207739595746,"Asset-backed Tokens, Real-world assets"
DEGO,Dego Finance,895,0.999,USD,20976215.42003802,USD,20997212.63267069,0.08370742773990436,"NFTs & Collectibles, DeFi, DAO"
TKO,Toko Token,896,0.12406,USD,20924858.804051984,USD,168667248.13841677,0.06842818323422427,"Smart contract platforms, Centralized-exchange, Exchange tokens"
MIH,MINE COIN,897,0.19225,USD,21211583.26925,USD,110333333,0.017546689796625915,
SEND,Suilend,898,0.42847,USD,20875075.96727,USD,48720041,0.05943988835927388,"Lending & Borrowing, DeFi"
PALM,PaLM AI,899,0.27277,USD,21038675.44255445,USD,77129726.29891282,0.002912701326807466,"Data management & AI, Social, media & Content"
OORT,OORT,900,0.03911,USD,20933363.004004795,USD,535243237.1261774,0.05907059794951649,"Distributed computing & Storage, Data management & AI, DePIN"
WAN,Wanchain,901,0.10478,USD,20803172.811906923,USD,198541446.95463756,0.1397181306327272,"Interoperability, Layer 1"
OBT,Orbiter Finance,902,0.0066842,USD,20721020,USD,3100000000,0.22242735520592136,
UFD,Unicorn Fart Dust,903,0.020915,USD,20915000,USD,1000000000,0.1716084245620263,Memes
STRD,Stride,904,0.23626,USD,20749706.49728,USD,87825728,0.007827894696366034,Derivatives
MLN,Enzyme,905,6.9141,USD,20684762.568521358,USD,2991678.24713576,0.2603042444488072,"Asset management, DeFi"
JELLYJELLY,Jelly-My-Jelly,906,0.020522,USD,20521981.509678,USD,999999099,0.29546687883071,Memes
MGO,Mango Network,907,0.013055,USD,20757450,USD,1590000000,0.1790187058456294,Layer 1
AGRS,Agoras: Tau Net,908,0.69517,USD,20759035.039758768,USD,29861810.83728983,0.00036183820923004167,Data management & AI
REX,REVOX,909,0.0104046,USD,20304985.5510696,USD,1951539276,0.08531789428234161,
PEP,Pepecoin,910,0.00020805,USD,20496328.698,USD,98516360000,0.0013305539277285844,Memes
HEI,Heima,911,0.26467,USD,20286353.64042,USD,76647726,0.13972246417230783,DeFi
D,DAR Open Network,912,0.030893,USD,20014783.931879,USD,647874403,0.19596879170935844,"Gaming, NFTs & Collectibles, Metaverse"
HEGIC,Hegic,913,0.028796,USD,20264532.747443706,USD,703727349.1958504,0.004921662670952589,"Decentralized exchange, Derivatives, DeFi, Exchange tokens"
PORK,PepeFork,914,5.0238e-8,USD,19921162.153249554,USD,396535732976025.2,0.044548206168820235,Memes
BULLA,Bulla,915,0.07117,USD,19927600,USD,280000000,4.355124791520148,Memes
ASM,Assemble AI,916,0.013187,USD,19780500,USD,1500000000,0.023308571732199895,"Data management & AI, Payments, Loyalty & Rewards, Marketplace"
FARTBOY,Fartboy,917,0.019795,USD,19783923.846315,USD,999440457,0.014978738985035905,Memes
SVL,Slash Vision Labs,918,0.0056184,USD,19785741.50930772,USD,3521597164.55,0.0958272550710716,
AVL,Avalon Labs (AVL),919,0.11933,USD,19293751.481340002,USD,161683998,0.32543676724988707,
SRX,StorX Network,920,0.049331,USD,19732400,USD,400000000,0.11062049957264804,"Distributed computing & Storage, DePIN"
SPA,Sperax,921,0.011583,USD,19594755.62869968,USD,1691682260.96,0.11551399291956953,"Stablecoins, Algorithmic Stablecoins"
NST,Ninja Squad Token,922,2.4096,USD,19276800,USD,8000000,0.0027304027661256016,NFTs & Collectibles
GOCHU,GochujangCoin,923,0.0000017207,USD,19234264.579316158,USD,11178162712452,0.08060792528329477,Memes
GHST,Aavegotchi,924,0.35922,USD,18948065.15211768,USD,52747801.21406849,0.25885892792229925,"Gaming, NFTs & Collectibles, DAO"
XTER,Xterio,925,0.1377,USD,18998421.493499998,USD,137969655,0.5088032509018622,"Gaming, Web3"
B2,BSquared Network,926,0.40553,USD,19019456.35485,USD,46900245,0.7691663327700065,
SWELL,Swell Network,927,0.0087207,USD,18881381.453902487,USD,2165122232.6077595,0.21617742412256497,Derivatives
LOKA,League of Kingdoms Arena,928,0.049591,USD,18741883.07027852,USD,377929121.6204255,0.6776576691949293,"Gaming, NFTs & Collectibles, Metaverse"
VIC,Viction,929,0.15239,USD,18532467.903761,USD,121612099.9,0.18450488943377624,
DMC,DeLorean,930,0.0068252,USD,18485917.696,USD,2708480000,1.2407199222219474,"NFTs & Collectibles, Web3"
GME,GameStop,931,0.000044121,USD,18146856.292711146,USD,411297484026,0.046485957998607136,Memes
RATS,rats (Ordinals),932,0.000018663,USD,18663000,USD,1000000000000,0.32286338059617314,Memes
BEL,Bella Protocol,933,0.2312,USD,18496000,USD,80000000,0.466771010089574,DeFi
CLOUD,Cloud,934,0.10366,USD,18658800,USD,180000000,0.14023905409248663,
DUCK,DuckChain,935,0.0035079,USD,18784377.693807,USD,5354878330,0.30832146977955227,
J,JAMBO,936,0.11486,USD,18493371.4141,USD,161007935,0.1446276350871405,
MNGO,Mango,937,0.0166,USD,18549958.519500565,USD,1117467380.692805,0.00001635041662660095,"Decentralized exchange, Derivatives, DeFi, DAO, Exchange tokens"
WEN,Wen,938,0.000024894,USD,18115785.786384124,USD,727716951329,0.15676453611588664,"Memes, NFTs & Collectibles, Web3, Made in America"
SNTR,Sentre Protocol,939,0.018535,USD,18533954.25251975,USD,999943579.85,0.004447112872667439,
USC,Orby Network (USC),940,1.005,USD,18375349.891199995,USD,18283930.24,0.0011444778440012951,
GOR,Gorbagana,941,0.018432,USD,18431680.44036096,USD,999982662.78,0.6900707112036385,Memes
HIFI,Hifi Finance,942,0.09091,USD,12892633.142989544,USD,141817546.397421,1.3004872098347169,"Lending & Borrowing, DeFi, Real estate, DAO, Made in America, Real-world assets"
CANDLE,Candle TV,943,0.0018465,USD,18464986.575945,USD,9999992730,0.025403072764589005,Memes
SIX,SIX Token,944,0.021425,USD,18231959.62194955,USD,850966610.126,0.05121897414316652,"Smart contract platforms, Enterprise solutions, Payments"
TDROP,ThetaDrop,945,0.0015239,USD,18224024.2439584,USD,11958805856,0.020263941381032054,NFTs & Collectibles
RIZE,RIZE,946,0.018125,USD,18044263.60622228,USD,995545578.2743326,0.0009811224150064613,"DeFi, Real estate, Real-world assets"
ORDER,Orderly Network,947,0.070826,USD,17857182.85611064,USD,252127507.64,0.19616811370344386,
KENDU,Kendu,948,0.000019145,USD,18157656.879254412,USD,948428147258,0.0018801605750588357,Memes
KIBSHI,KiboShib,949,0.000018145,USD,18145000,USD,1000000000000,0.010547060386074952,"Memes, Data management & AI"
EPIC,Epic Chain,950,0.79343,USD,17932110.342079297,USD,22600746.55871255,1.2622905262720792,"Gaming, Metaverse, Real-world assets"
TGT,THORWallet,951,0.027099,USD,17690981.2269651,USD,652827824.9,0.004285144750352831,Payments
HIPPO,sudeng,952,0.0017679,USD,17679000,USD,10000000000,0.8879918007014242,Memes
ADS,Adshares,953,0.46405,USD,17974092.999638557,USD,38733095.570819,0.0011495434113924688,"Marketing, Metaverse"
HYPER,Hyperlane,954,0.10041,USD,17591832,USD,175200000,0.34759748472341084,"Interoperability, Made in America"
UTK,xMoney,955,0.025046,USD,17635192.78367,USD,704112145,0.20945220108153365,Payments
UNA,Unagi Token,956,0.0291,USD,17867440.1871,USD,614001381,0.005080177701135628,"Gaming, Web3"
DADDY,Daddy Tate,957,0.029402,USD,17630604.969018236,USD,599639649.310191,0.050348971016598694,Memes
NMT,NetMind Token,958,0.52813,USD,17666058.35104,USD,33450208,0.15635741303364306,Data management & AI
TROLL,TROLL (SOL),959,0.01748,USD,17462282.10333525,USD,998986390.350987,0.16839865031726226,Memes
SIGMA,SIGMA,960,0.019405,USD,17461573.781304248,USD,899849202.85,0.16232915331965586,Memes
FHE,Mind Network,961,0.070143,USD,17465607,USD,249000000,0.5022591508587849,"Privacy, Data management & AI"
ALCX,Alchemix,962,7.1261,USD,17325483.72656277,USD,2431271.48462171,0.07689723925109844,"Lending & Borrowing, DeFi"
RARI,RARI,963,0.90813,USD,17509413.03727771,USD,19280734.07692479,0.20700873028860126,"NFTs & Collectibles, Marketplace, DAO"
LUNA,Luna by Virtuals,964,0.017318,USD,17318000,USD,1000000000,0.0023888181362836354,"Memes, Data management & AI"
GHX,GamerCoin,965,0.026992,USD,17543858.609618697,USD,649965123.3557609,0.022349448185847064,"Gaming, Distributed computing & Storage, DePIN"
CROWN,Crown by Third Time Games,966,0.091483,USD,17438110.99940315,USD,190615863.05,0.006387116039091744,
FOX,Shapeshift FOX Token,967,0.022516,USD,17388803.194256,USD,772286516,0.030868018919045323,"Decentralized exchange, DeFi, Exchange tokens"
CAM,Camino Network,968,0.053428,USD,17386311.515584,USD,325415728,0.013719800190141573,
NKN,NKN,969,0.021375,USD,16878392.786234293,USD,789632411.0518967,0.2580625566867269,"Distributed computing & Storage, Internet of things, Web3, DePIN"
LYK,LayerK,970,0.69527,USD,17294937.614422,USD,24875138.6,0.14950539325971915,
FLM,Flamingo,971,0.026457,USD,14570472.671284381,USD,550722783.0549337,0.2982604342178571,"DeFi, DAO"
OL,Open Loot,972,0.027233,USD,16963072.15172119,USD,622886650.4506,0.20755929888695668,"Gaming, NFTs & Collectibles"
EMT,EarthMeta,973,0.012043,USD,17312290.205706812,USD,1437539666.67,0.0033373603141278393,"Gaming, Metaverse"
PSTAKE,pSTAKE Finance,974,0.038776,USD,17047908.804592,USD,439651042,0.6581068551753582,Derivatives
OG,OG Fan Token,975,3.8633,USD,16612190,USD,4300000,0.4474927592426549,"Sports, Fan Tokens"
ICECREAM,IceCream AI,976,0.017164,USD,17164000,USD,1000000000,0.00015949312690340247,
POLS,Polkastarter,977,0.1742,USD,17282317.883948006,USD,99209631.94000003,0.06132702046052868,DeFi
KLV,Klever Coin,978,0.0019201,USD,17051986.45881792,USD,8880780406.65482,0.08243630187493922,Payments
ATLAS,Star Atlas,979,0.00084869,USD,17055682.40471327,USD,20096480934.986,0.052652380319832014,"Gaming, NFTs & Collectibles, Metaverse"
IDEX,IDEX,980,0.017539,USD,16830217.612838272,USD,959588209.8659143,0.2136691220644353,"Decentralized exchange, DeFi, Exchange tokens"
MAMO,Mamo,981,0.062236,USD,16999499.394888,USD,273145758,0.11372891886661335,
F,SynFutures,982,0.0088152,USD,16956756.176527202,USD,1923581561,0.47399531564282005,"Decentralized exchange, Derivatives, DeFi, Exchange tokens"
KERNEL,KernelDAO,983,0.10096,USD,16664980.673759999,USD,165065181,0.3513599832315945,DeFi
USDUC,Unstable Coin,984,0.017,USD,16999342.6479763,USD,999961332.2339,0.2227370589762224,"Memes, Cryptocurrencies"
DIAM,DIAM,985,0.011766,USD,16893209.295696,USD,1435764856,0.02133921483246194,DeFi
XEM,NEM,986,0.0018967,USD,17070299.998103302,USD,8999999999,0.506296391330323,"Cryptocurrencies, Smart contract platforms, Enterprise solutions"
FARM,Harvest Finance,987,24.921,USD,16751483.775218673,USD,672183.450713,0.04176937207024613,"Decentralized exchange, DeFi, DAO"
L3,Layer3,988,0.045059,USD,16654635.891131,USD,369618409,0.9726095356275422,
SAFE,SAFE(AnWang),989,6.3377,USD,16843901.378438,USD,2657730.94,0.013306058952281404,
INV,Inverse Finance,990,27.907,USD,16834531.68429411,USD,603236.88265647,0.01592501900274224,"Lending & Borrowing, DeFi, DAO"
PLT,Poollotto.finance,991,1.5864,USD,16789450.236,USD,10583365,0.000007320191163643531,
DATA,Streamr,992,0.01436,USD,16594471.329079999,USD,1155603853,0.13574369301255798,"Distributed computing & Storage, Internet of things, Data management & AI, Web3, DePIN"
VR,Victoria VR,993,0.0025786,USD,16365989.753830966,USD,6346850908.954846,0.2624669698503837,"Gaming, Data management & AI, NFTs & Collectibles, Metaverse"
APEX,ApeX Protocol,994,0.17089,USD,16721546.511739999,USD,97849766,0.13494662891431283,"Decentralized exchange, DeFi, Exchange tokens"
COLLAT,Collaterize,995,0.016492,USD,16491419.33119296,USD,999964790.88,0.09514114273292998,Layer 1
STONKS,STONKS,996,0.016571,USD,16570999.999999998,USD,1000000000,0.045756145643733634,Memes
GFAL,Games for a living,997,0.0043426,USD,16453146.19876519,USD,3788777736.555333,0.013620818467856264,"Gaming, NFTs & Collectibles"
B3TR,VeBetterDAO,998,0.066757,USD,16668542.245628,USD,249689804,0.040450479735499936,
LAMBO,LAMBO,999,0.0018345,USD,18345000,USD,10000000000,0.2104680743368629,Memes
PROPC,Propchain,1000,0.42361,USD,16287083.154400025,USD,38448297.14690405,0.031685140756561106,"Real estate, Real-world assets"
