Name,Symbol,Price,Market Cap,Volume,24h Change,Category
Milady Meme Coin,ladys,3.7465e-8,33299529,4090830,2.31628,Others
Usual ETH,eth0,2594.86,33297896,25.95,3.06788,Others
TruFin Staked MATIC,trumatic,0.201906,33276444,253.78,1.06929,Others
TokenPocket Token,tpt,0.00959978,33271567,189792,-3.4464,Others
BOBO Coin,bobo,5.01269e-7,33248865,2168455,5.85292,Others
Open Campus,edu,0.127472,33157446,3113828,2.37875,Others
Ava AI,ava,0.03309296,33086473,5587365,6.38412,Others
Targon,sn4,19.93,33075920,312736,2.21199,Others
BounceBit,bb,0.080488,32958208,3963907,1.29876,Others
KoKoK The Roach,kokok,0.164474,32804740,3921714,11.79411,Others
XT Stablecoin XTUSD,xtusd,0.999672,32789288,2035864,-0.14755,Others
Hex Trust USD,usdx,0.999821,32730431,4482.14,0.07596,Others
Nym,nym,0.04021288,32702930,1079076,0.19454,Others
MNEE USD Stablecoin,mnee,0.998673,32654514,69296,-0.11745,Others
Coq Inu,coq,4.69137e-7,32565744,2719126,1.44815,Others
Cloud,cloud,0.098058,32425510,2593537,-5.64343,Others
TrueFi,tru,0.02436664,32423094,7224958,2.93846,Others
StandX DUSD,dusd,1,32356758,62799,0.01513,Others
Coinshift USDC,csusdc,1.03,32274923,0,-0.00715,Others
AGI ALPHA AGENT,agialpha,0.03225712,32167677,251175,24.06786,Others
Law Blocks,lbt,0.130783,32041671,306244,0.13004,Others
VeraOne,vro,109.69,32001294,35246,2.28843,Others
Defiway,defi,0.317178,31717752,1.16,0.01482,Others
Fusionist,ace,0.483658,31716364,3336614,4.72175,Others
Everybody,hold,0.00114358,31712101,204140,11.752,Others
ANyONe Protocol,anyone,0.398366,31702938,193539,1.22549,Others
Thala APT,thapt,4.48,31696256,8423.22,2.17876,Others
CargoX,cxo,0.18929,31644911,5526.54,0.60285,Others
Orchid Protocol,oxt,0.053432,31608897,2116654,2.09403,Others
zkSync Bridged USDC (zkSync),usdc,0.999766,31449714,691958,-0.01282,Others
Tree,tree,0.309911,31416769,116101,10.91366,Others
Suilend,send,0.444043,31347658,1231512,3.04904,Others
Dacxi,dxi,0.00090207,31131861,362013,0.32719,Others
Ancient8,a8,0.103602,31079778,3971820,-1.18523,Others
NodeAI,gpu,0.31968,31057655,5610638,1.17443,Others
ParaSwap,psp,0.0199639,31004333,208915,2.22307,Others
XION,xion,0.863389,30790040,5929557,2.38843,Others
Gearbox,gear,0.00307335,30745711,1094803,-1.99521,Others
Radworks,rad,0.616719,30725736,6483807,1.84145,Others
Wojak,wojak,0.00044153,30695972,1398964,8.32911,Others
Hegic,hegic,0.02846422,30672993,101305,-0.06935,Others
Zeus Network zBTC,zbtc,109321,30610697,493758,1.13589,Others
Bit2Me,b2m,0.01030419,30579047,51528,-2.38931,Others
Slash Vision Labs,svl,0.00617697,30557447,1299363,9.21339,Others
IXS,ixs,0.169515,30517387,125596,-5.0436,Others
LOFI,lofi,0.03010226,30430581,1234327,-0.26807,Others
Gamebitcoin Power,pwr,0.02780868,30413769,48977,0,Others
Mr. Miggles,miggles,0.03153019,30384798,2745956,6.90055,Others
Aquarius,aqua,0.00087085,30369458,103004,3.10394,Others
sDOLA,sdola,1.14,30278672,3843.07,0.049,Others
Layer3,l3,0.04578461,30150938,5476359,-2.67352,Others
Bridged Tether (Rainbow Bridge),usdt.e,1,30135069,334387,-0.0074,Others
IKUN,ikun,0.03010451,30101509,14860081,69.78544,Others
Stader MaticX,maticx,0.214641,29997697,164126,1.66004,Others
Elastos,ela,1.31,29972470,185722,1.30478,Others
Spark,spk,0.0318207,29950437,19563412,2.64596,Others
Kyros Restaked SOL,kysol,185.65,29843359,151408,3.46903,Others
MESSIER,m87,0.0000337,29821720,746355,0.7024,Others
MAGIC•INTERNET•MONEY (Bitcoin),mim,0.001415,29791363,543124,1.88252,Others
Vine,vine,0.02959035,29594458,19085782,2.84663,Others
DAO Maker,dao,0.117674,29549023,1703482,0.72262,Others
Myria,myria,0.00104437,29508363,1416817,2.24536,Others
Aster Staked USDF,asusdf,1.023,29460214,3276.9,-0.07715,Others
ELYSIA,el,0.00430318,29246037,1002837,0.26417,Others
Kujira,kuji,0.23905,29245878,12064.96,9.63124,Others
Puffer,puffer,0.165467,29134890,11609081,0.91373,Others
Wayfinder,prompt,0.130155,29042679,52936018,8.33416,Others
OHO Blockchain,oho,0.00120253,29033560,141652,1.13281,Others
Lorenzo Protocol,bank,0.068265,29015531,11832844,1.93273,Others
Acala,aca,0.02475134,28852595,2964526,4.1894,Others
Firmachain,fct,0.02814308,28693031,381114,-0.29198,Others
Bridged USD Coin (StarkGate),usdc,0.999873,28669128,569966,0.00258,Others
Gems VIP,gems,0.062045,28434026,3707912,-6.45763,Others
Build On BNB,bob,6.7526e-8,28380054,5928654,-0.37584,Others
tao.bot,taobot,0.353574,28300794,34442,8.86375,Others
Shardus,ult,0.064363,28292487,3.11,2.27293,Others
Syscoin,sys,0.03430405,28234256,1588971,4.37488,Others
BakerySwap,bake,0.097256,28083987,5809301,-2.23328,Others
Alpha Quark,aqt,1.04,27957293,4211975,1.70623,Others
MAP Protocol,mapo,0.00472354,27946936,2557229,-11.92969,Others
Hypurr Fun,hfun,28.05,27944796,167204,0.6832,Others
sETH,seth,2397.5,27766572,922.9,2.07132,Others
Verse World,verse,0.27663,27711396,3967169,12.99439,Others
VitaDAO,vita,1.093,27705812,1366368,4.34478,Others
Mossland,moc,0.064193,27698561,829142,-1.34844,Others
MetaMUI,mmui,0.057945,27596836,268197,0.86439,Others
Novem Gold Token,nnn,129.87,27516451,57661,0,Others
AI Rig Complex,arc,0.02750801,27505713,5016906,3.0528,Others
NEURALAI,neural,2.74,27415588,96134,3.3328,Others
SaucerSwap,sauce,0.03280153,27413488,93856,3.88842,Others
MAI,mimatic,0.994133,27402298,8355.96,0.02384,Others
Zerebro,zerebro,0.02735007,27360885,6605037,4.46674,Others
stake.link,sdl,0.470734,27318143,22502,-2.95795,Others
Maverick Protocol,mav,0.04156203,27300643,8886509,0.69231,Others
Ankr Staked ETH,ankreth,3109.65,27292645,6231.57,2.71409,Others
Thought,tht,0.051358,27280219,44049,5.87879,Others
Quai Network,quai,0.054477,27270719,2397478,-1.41261,Others
International Meme Fund,imf,0.873012,27243636,257346,-2.93166,Others
The Arena,arena,0.01025495,27229916,124669,2.82109,Others
LimeWire,lmwr,0.078072,27191798,1143316,-1.38163,Others
Automata,ata,0.04607862,27084919,3017451,2.29236,Others
Groestlcoin,grs,0.306127,26974900,2302414,-1.0238,Others
Pirate Chain,arrr,0.137129,26906357,190900,-1.96601,Others
Bedrock,br,0.128062,26896490,308136031,0.03383,Others
McDull (Meme),mcdull,0.00000302,26868387,19332.03,3.67885,Others
Strike,strike,1.48,26733125,188390,3.24981,Others
Staked Frax USD,sfrxusd,1.14,26666558,17314.35,0.05682,Others
Ampleforth Governance,forth,2.31,26491622,1845510,2.95842,Others
Pangolin,png,0.120198,26487514,576488,2.73157,Others
NetMind Token,nmt,0.527715,26421986,1692863,0.03911,Others
NFPrompt,nfp,0.05584,26406960,3213403,4.11813,Others
SOON,soon,0.141098,26347045,34697492,3.01188,Others
Bluefin,blue,0.085919,26240107,3746035,2.07834,Others
Zora,zora,0.00832858,26235717,19168486,3.28279,Others
dForce,df,0.02622903,26219990,5645304,-3.98428,Others
Pixels,pixel,0.03396232,26208079,10931776,3.55328,Others
A Hunters Dream,caw,4.1132e-8,26187302,607463,2.18162,Others
Hooked Protocol,hook,0.096811,26139366,10215648,-0.0667,Others
Zeta,zex,0.137931,25899240,1935216,-4.43348,Others
ORIGYN,ogy,0.00296808,25867070,301926,2.60732,Others
DUSK,dusk,0.051664,25827813,3450229,3.30963,Others
cDAI,cdai,0.02466162,25809099,38.64,0.00167,Others
Advertise Coin,adco,0.569561,25645546,8360.07,2.73244,Others
Beincom,bic,0.01437513,25619892,3862.34,2.03969,Others
Aegis YUSD,yusd,1.001,25565634,279221,-0.01844,Others
Elixir,elx,0.098492,25537577,6027949,0.42787,Others
WibeGram,wibe,1.25,25522083,93032,-1.03379,Others
Sceptre Staked FLR,sflr,0.02463522,25466832,136456,0.07539,Others
REVOX,rex,0.01256402,25404991,3214578,7.57993,Others
